Class Year,Type,Name,Position,Height,Weight,Transfer Rating,HS Rating,Transfer Stars,HS Stars,High School,Hometown City,Hometown State,Previous School,Status,Profile URL,location,lat,lon
2002,Recruit,Matthew Domonkos,K,5-8,155,,,,0,Windber Area,Windber,PA,,Enrolled,https://247sports.com/Player/matthew-domonkos-51000/,"Windber, PA",40.2397986,-78.8350223
2002,Recruit,Phillip Fuller,RB,5-10,180,,,,0,Irving Nimitz,Irving,TX,,Enrolled,https://247sports.com/Player/phillip-fuller-51004/,"Irving, TX",32.8295183,-96.9442177
2002,Recruit,Elliot Goode,OLB,6-1,220,,,,0,Fayetteville-Manlius,Manlius,NY,,Enrolled,https://247sports.com/Player/elliot-goode-51007/,"Manlius, NY",43.0020107,-75.9768632
2002,Recruit,Mark Gorman,TE,6-4,240,,,,0,The Woodlands,The Woodlands,TX,,Enrolled,https://247sports.com/Player/mark-gorman-51011/,"The Woodlands, TX",30.1734194,-95.504686
2002,Recruit,Randy Gyllin,OT,6-4,305,,,,0,Mauston,Mauston,WI,,Enrolled,https://247sports.com/Player/randy-gyllin-51014/,"Mauston, WI",43.7968543,-90.0756767
2002,Recruit,Zach Hampton,CB,5-10,175,,,,0,Lancaster,Lancaster,WI,,Enrolled,https://247sports.com/Player/zach-hampton-51016/,"Lancaster, WI",42.8477422,-90.7102299
2002,Recruit,Paul Joran,ILB,6-3,220,,,,0,Apple Valley,Apple Valley,MN,,Enrolled,https://247sports.com/Player/paul-joran-51018/,"Apple Valley, MN",44.7319094,-93.21772
2002,Recruit,Alex Lewis,ILB,6-1,235,,,,0,Morrisville Middle School,Morrisville,NY,,Enrolled,https://247sports.com/Player/alex-lewis-51019/,"Morrisville, NY",42.8986566,-75.6402204
2002,Recruit,Scott Campbell,K,6-1,225,,,,0,Georgia Military College,Milledgeville,GA,,Enrolled,https://247sports.com/Player/scott-campbell-50979/,"Milledgeville, GA",33.0801429,-83.2320991
2002,Recruit,Joe Monty,ILB,6-3,230,,,,0,Fort Collins,Fort Collins,CO,,Enrolled,https://247sports.com/Player/joe-monty-51022/,"Fort Collins, CO",40.5871782,-105.0770113
2002,Recruit,Levonne Rowan,S,6-1,180,,,,0,Mercyhurst Preparatory School,Erie,PA,,Enrolled,https://247sports.com/Player/levonne-rowan-51025/,"Erie, PA",42.1294712,-80.0852695
2002,Recruit,Booker Stanley,RB,5-9,200,,,,0,Whitefish Bay,Milwaukee,WI,,Enrolled,https://247sports.com/Player/booker-stanley-51027/,"Milwaukee, WI",43.0386475,-87.9090751
2002,Recruit,Joe Stellmacher,CB,6-1,175,,,,0,Berlin,Berlin,WI,,Enrolled,https://247sports.com/Player/joe-stellmacher-51029/,"Berlin, WI",43.9684264,-88.9466233
2002,Recruit,John Stocco,PRO,6-2,180,,,,0,Academy of Holy Angels,Minneapolis,MN,,Enrolled,https://247sports.com/Player/john-stocco-51031/,"Minneapolis, MN",44.9772995,-93.2654692
2002,Recruit,Steve Van de Voort,ILB,6-2,200,,,,0,Waunakee,Waunakee,WI,,Enrolled,https://247sports.com/Player/steve-van-de-voort-51032/,"Waunakee, WI",43.1919623,-89.4548402
2002,Recruit,Lamarr Watkins,RB,6-1,205,,,,0,Lenape,Medford,NJ,,Enrolled,https://247sports.com/Player/lamarr-watkins-51033/,"Medford, NJ",39.9009472,-74.8234961
2002,Recruit,Brandon White,WR,6-3,171,,,,0,Dwyer,Palm Beach Gardens,FL,,Enrolled,https://247sports.com/Player/brandon-white-51034/,"Palm Beach Gardens, FL",26.8233946,-80.1386547
2002,Recruit,Andre Williams,DT,6-1,275,,,,0,Central Catholic,Pittsburgh,PA,,Enrolled,https://247sports.com/Player/andre-williams-51036/,"Pittsburgh, PA",40.4406968,-80.0025666
2002,Recruit,Brandon Williams,WR,5-10,170,,,,0,Hazelwood East,St. Louis,MO,,Enrolled,https://247sports.com/Player/brandon-williams-51038/,"St. Louis, MO",38.6254063,-90.190009
2002,Recruit,Mark Zalewski,ILB,6-2,225,,,,0,Wausau East,Wausau,WI,,Enrolled,https://247sports.com/Player/mark-zalewski-51040/,"Wausau, WI",44.9597858,-89.6272791
2002,Recruit,Dwayne Smith,RB,5-10,215,,,,0,Hales Franciscan,Chicago,IL,,Enrolled,https://247sports.com/Player/dwayne-smith-51044/,"Chicago, IL",41.8755616,-87.6244212
2003,Recruit,Johnny White,WR,6-2,190,,,,0,Pearland,Pearland,TX,,Enrolled,https://247sports.com/Player/johnny-white-48569/,"Pearland, TX",29.5639758,-95.2864299
2003,Recruit,Josh Balts,RB,6-1,220,,,,0,Barron,Barron,WI,,Enrolled,https://247sports.com/Player/josh-balts-48514/,"Barron, WI",45.423557,-91.8454099
2003,Recruit,Jamal Cooper,WDE,6-4,210,,,,0,Hazelwood East,St. Louis,MO,,Enrolled,https://247sports.com/Player/jamal-cooper-48519/,"St. Louis, MO",38.6254063,-90.190009
2003,Recruit,Kenneth DeBauche,K,6-2,195,,,,0,Bay Port,Green Bay,WI,,Enrolled,https://247sports.com/Player/kenneth-debauche-48521/,"Green Bay, WI",44.5126379,-88.0125794
2003,Recruit,Tyler Donovan,DUAL,6-1,185,,,,0,Arrowhead,Hartland,WI,,Enrolled,https://247sports.com/Player/tyler-donovan-48523/,"Hartland, WI",43.105008,-88.3420398
2003,Recruit,Casey Hogan,WR,6-5,195,,,,0,Middleton,Middleton,WI,,Enrolled,https://247sports.com/Player/casey-hogan-48525/,"Middleton, WI",43.0962919,-89.5119565
2003,Recruit,James Kamoku,S,6-2,200,,,,0,Kealakehe,Kailua Kona,HI,,Enrolled,https://247sports.com/Player/james-kamoku-48528/,"Kailua Kona, HI",19.641941,-155.996933
