Class Year,Type,Name,Position,Height,Weight,Transfer Rating,HS Rating,Transfer Stars,HS Stars,High School,Hometown City,Hometown State,Previous School,Status,Profile URL,location,lat,lon
2018,Recruit,Devon Williams,ATH,6-4,200,,95.0,,4,Antelope Valley,Lancaster,CA,,Enrolled,https://247sports.com/Player/devon-williams-46038566/,"Lancaster, CA",34.6981064,-118.1366153
2018,Recruit,Abdul-Malik McClain,WDE,6-4,230,,94.0,,4,JSerra Catholic,San Juan Capistrano,CA,,Enrolled,https://247sports.com/Player/abdul-malik-mcclain-46039252/,"San Juan Capistrano, CA",33.5016932,-117.6625509
2018,Recruit,Raymond Scott,OLB,6-2,220,,94.0,,4,Narbonne,Harbor City,CA,,Enrolled,https://247sports.com/Player/raymond-scott-80259/,"Harbor City, CA",33.7911012,-118.3012604
2018,Recruit,Chase Williams,CB,6-1,190,,93.0,,4,Eastvale Roosevelt,Eastvale,CA,,Enrolled,https://247sports.com/Player/chase-williams-90037/,"Eastvale, CA",33.9747067,-117.566541
2018,Recruit,Kana'i Mauga,OLB,6-2,215,,93.0,,4,Waianae,Waianae,HI,,Enrolled,https://247sports.com/Player/kanai-mauga-94614/,"Waianae, HI",21.4454875,-158.1878239
2018,Recruit,Eli'jah Winston,OLB,6-3,232,,90.0,,4,Central Catholic,Portland,OR,,Enrolled,https://247sports.com/Player/elijah-winston-88963/,"Portland, OR",45.5202471,-122.674194
2018,Recruit,Caleb Tremblay,DT,6-5,275,,89.0,,3,American River C.C.,Sacramento,CA,,Enrolled,https://247sports.com/Player/caleb-tremblay-46040480/,"Sacramento, CA",38.5810606,-121.493895
2018,Recruit,Liam Douglass,OT,6-5,273,,87.0,,3,Harvard Westlake,Studio City,CA,,Enrolled,https://247sports.com/Player/liam-douglass-46040629/,"Studio City, CA",34.1483989,-118.3961877
2018,Recruit,Markese Stepp,RB,6-0,228,,87.0,,3,Cathedral,Indianapolis,IN,,Enrolled,https://247sports.com/Player/markese-stepp-83735/,"Indianapolis, IN",39.7683331,-86.1583502
2018,Recruit,Trevor Trout,DT,6-3,315,,87.0,,3,Chaminade,St. Louis,MO,,Enrolled,https://247sports.com/Player/trevor-trout-76808/,"St. Louis, MO",38.6254063,-90.190009
2019,Recruit,Kyle Ford,WR,6-2,212,,98.0,,5,Orange Lutheran,Orange,CA,,Enrolled,https://247sports.com/Player/kyle-ford-46037885/,"Orange, CA",33.750631,-117.8722311
2019,Recruit,Drake Jackson,WDE,6-3,269,,96.0,,4,Corona Centennial,Corona,CA,,Enrolled,https://247sports.com/Player/drake-jackson-46037809/,"Corona, CA",33.8752945,-117.566444
2019,Recruit,Jude Wolfe,TE,6-5.5,249,,93.0,,4,St. John Bosco,Bellflower,CA,,Enrolled,https://247sports.com/Player/jude-wolfe-90152/,"Bellflower, CA",33.8825705,-118.1167679
2019,Recruit,Drake London,WR,6-4,200,,91.0,,4,Moorpark,Moorpark,CA,,Enrolled,https://247sports.com/Player/drake-london-46047205/,"Moorpark, CA",34.285558,-118.8820414
2019,Recruit,Kenan Christon,RB,5-10,185,,90.0,,4,Madison,San Diego,CA,,Enrolled,https://247sports.com/Player/kenan-christon-46040548/,"San Diego, CA",32.7174202,-117.162772
2019,Recruit,Jason Rodriguez,OT,6-6,326,,90.0,,4,Oak Hills,Hesperia,CA,,Enrolled,https://247sports.com/Player/jason-rodriguez-46047177/,"Hesperia, CA",34.4220358,-117.3046869
2019,Recruit,Tuasivi Nomura,OLB,6-1,210,,90.0,,4,Corona Centennial,Corona,CA,,Enrolled,https://247sports.com/Player/tuasivi-nomura-46039587/,"Corona, CA",33.8752945,-117.566444
2019,Recruit,Ralen Goforth,ILB,6-2,224,,89.0,,3,St. John Bosco,Bellflower,CA,,Enrolled,https://247sports.com/Player/ralen-goforth-46037870/,"Bellflower, CA",33.8825705,-118.1167679
2019,Recruit,Max Williams,CB,5-8,173,,89.0,,3,Junipero Serra,Gardena,CA,,Enrolled,https://247sports.com/Player/max-williams-89258/,"Gardena, CA",33.8815601,-118.2935879
2019,Recruit,Nick Figueroa,SDE,6-5,270,,88.0,,3,Riverside C.C.,Riverside,CA,,Enrolled,https://247sports.com/Player/nick-figueroa-46058940/,"Riverside, CA",33.9824949,-117.374238
2019,Recruit,Munir McClain,WR,6-4,210,,87.0,,3,JSerra Catholic,San Juan Capistrano,CA,,Enrolled,https://247sports.com/Player/munir-mcclain-46040549/,"San Juan Capistrano, CA",33.5016932,-117.6625509
2019,Recruit,Ethan Rae,TE,6-4,240,,87.0,,3,Orange Lutheran,Orange,CA,,Enrolled,https://247sports.com/Player/ethan-rae-46037883/,"Orange, CA",33.750631,-117.8722311
2019,Recruit,Kaulana Makaula,S,6-3,190,,87.0,,3,Punahou,Honolulu,HI,,Enrolled,https://247sports.com/Player/kaulana-makaula-46047123/,"Honolulu, HI",21.304547,-157.855676
2019,Recruit,Stanley Ta'ufo'ou,ILB,6-2,245,,86.0,,3,Grace Brethren,Simi Valley,CA,,Enrolled,https://247sports.com/Player/stanley-taufoou-46046590/,"Simi Valley, CA",34.2677404,-118.7538071
2019,Recruit,Maninoa Tufono,ILB,6-3,225,,86.0,,3,Punahou,Honolulu,HI,,Enrolled,https://247sports.com/Player/maninoa-tufono-46039475/,"Honolulu, HI",21.304547,-157.855676
2019,Recruit,Briton Allen,S,6-0,186,,86.0,,3,IMG Academy,Bradenton,FL,,Enrolled,https://247sports.com/Player/briton-allen-46041819/,"Bradenton, FL",27.4989278,-82.5748194
2019,Recruit,Jayden Williams,S,6-1,190,,85.0,,3,Corona Centennial,Corona,CA,,Enrolled,https://247sports.com/Player/jayden-williams-46054109/,"Corona, CA",33.8752945,-117.566444
2019,Recruit,De'Jon Benton,DT,6-2.5,260,,85.0,,3,Pittsburg,Pittsburg,CA,,Enrolled,https://247sports.com/Player/dejon-benton-46053280/,"Pittsburg, CA",38.0267711,-121.8853861
2019,Recruit,Adonis Otey,CB,5-11,180,,85.0,,3,Blackman,Murfreesboro,TN,,Enrolled,https://247sports.com/Player/adonis-otey-88065/,"Murfreesboro, TN",35.8460396,-86.3921096
2019,Recruit,Gino Quinones,OG,6-2,280,,84.0,,3,St. Louis,Honolulu,HI,,Enrolled,https://247sports.com/Player/gino-quinones-46051835/,"Honolulu, HI",21.304547,-157.855676
